T=0	400	0	0	0	0
T=1	399	1	0	0	0
T=2	398	2	0	0	0
T=3	397	3	0	0	0
T=4	396	4	0	0	0
T=5	395	5	0	0	0
T=6	394	6	0	0	0
T=7	393	7	0	0	0
T=8	392	8	0	0	0
T=9	391	9	0	0	0
T=10	390	10	0	0	0
T=11	389	11	0	0	0
T=12	389	10	1	0	0
T=13	388	10	1	1	0
T=14	387	10	1	2	0
T=15	387	9	1	3	0
T=16	386	10	0	4	0
T=17	385	11	0	4	0
T=18	384	12	0	4	0
T=19	383	13	0	4	0
T=20	382	14	0	4	0
T=21	381	15	0	4	0
T=22	380	16	0	4	0
T=23	380	15	1	4	0
T=24	379	15	1	5	0
T=25	378	15	1	6	0
T=26	377	15	1	7	0
T=27	376	16	0	8	0
T=28	375	17	0	8	0
T=29	374	18	0	8	0
T=30	373	19	0	8	0
T=31	372	20	0	8	0
T=32	372	20	0	8	0
T=33	372	20	0	8	0
T=34	372	19	1	8	0
T=35	371	19	1	9	0
T=36	370	19	1	10	0
T=37	369	19	1	11	0
T=38	368	20	0	12	0
T=39	368	20	0	12	0
T=40	368	20	0	12	0
T=41	368	20	0	12	0
T=42	368	20	0	11	1
T=43	368	20	0	10	2
T=44	368	20	0	9	3
T=45	368	19	1	8	4
T=46	367	19	1	9	4
T=47	366	19	1	10	4
T=48	365	19	1	11	4
T=49	364	20	0	12	4
T=50	364	20	0	12	4
T=51	364	20	0	12	4
T=52	364	20	0	12	4
T=53	364	20	0	11	5
T=54	364	20	0	10	6
T=55	364	20	0	9	7
T=56	364	19	1	8	8
T=57	363	19	1	9	8
T=58	362	19	1	10	8
T=59	361	19	1	11	8
T=60	360	20	0	12	8
T=61	360	20	0	12	8
T=62	360	20	0	12	8
T=63	360	20	0	12	8
T=64	360	20	0	11	9
T=65	360	20	0	10	10
T=66	360	20	0	9	11
T=67	360	19	1	8	12
T=68	359	19	1	9	12
T=69	358	19	1	10	12
T=70	357	19	1	11	12
T=71	356	20	0	12	12
T=72	356	20	0	12	12
T=73	356	20	0	12	12
T=74	356	20	0	12	12
T=75	356	20	0	11	13
T=76	356	20	0	10	14
T=77	356	20	0	9	15
T=78	356	19	1	8	16
T=79	355	19	1	9	16
T=80	354	19	1	10	16
T=81	353	19	1	11	16
T=82	352	20	0	12	16
T=83	352	20	0	12	16
T=84	352	20	0	12	16
T=85	352	20	0	12	16
T=86	352	20	0	11	17
T=87	352	20	0	10	18
T=88	352	20	0	9	19
T=89	352	19	1	8	20
T=90	351	19	1	9	20
T=91	350	19	1	10	20
T=92	349	19	1	11	20
T=93	348	20	0	12	20
T=94	348	20	0	12	20
T=95	348	20	0	12	20
T=96	348	20	0	12	20
T=97	348	20	0	11	21
T=98	348	20	0	10	22
T=99	348	20	0	9	23
T=100	348	19	1	8	24
T=101	347	19	1	9	24
T=102	346	19	1	10	24
T=103	345	19	1	11	24
T=104	344	20	0	12	24
T=105	344	20	0	12	24
T=106	344	20	0	12	24
T=107	344	20	0	12	24
T=108	344	20	0	11	25
T=109	344	20	0	10	26
T=110	344	20	0	9	27
T=111	344	19	1	8	28
T=112	343	19	1	9	28
T=113	342	19	1	10	28
T=114	341	19	1	11	28
T=115	340	20	0	12	28
T=116	340	20	0	12	28
T=117	340	20	0	12	28
T=118	340	20	0	12	28
T=119	340	20	0	11	29
T=120	340	20	0	10	30
T=121	340	20	0	9	31
T=122	340	19	1	8	32
T=123	339	19	1	9	32
T=124	338	19	1	10	32
T=125	337	19	1	11	32
T=126	336	20	0	12	32
T=127	336	20	0	12	32
T=128	336	20	0	12	32
T=129	336	20	0	12	32
T=130	336	20	0	11	33
T=131	336	20	0	10	34
T=132	336	20	0	9	35
T=133	336	19	1	8	36
T=134	335	19	1	9	36
T=135	334	19	1	10	36
T=136	333	19	1	11	36
T=137	332	20	0	12	36
T=138	332	20	0	12	36
T=139	332	20	0	12	36
T=140	332	20	0	12	36
T=141	332	20	0	11	37
T=142	332	20	0	10	38
T=143	332	20	0	9	39
T=144	332	19	1	8	40
T=145	331	19	1	9	40
T=146	330	19	1	10	40
T=147	329	19	1	11	40
T=148	328	20	0	12	40
T=149	328	20	0	12	40
T=150	328	20	0	12	40
T=151	328	20	0	12	40
T=152	328	20	0	11	41
T=153	328	20	0	10	42
T=154	328	20	0	9	43
T=155	328	19	1	8	44
T=156	327	19	1	9	44
T=157	326	19	1	10	44
T=158	325	19	1	11	44
T=159	324	20	0	12	44
T=160	324	20	0	12	44
T=161	324	20	0	12	44
T=162	324	20	0	12	44
T=163	324	20	0	11	45
T=164	324	20	0	10	46
T=165	324	20	0	9	47
T=166	324	19	1	8	48
T=167	323	19	1	9	48
T=168	322	19	1	10	48
T=169	321	19	1	11	48
T=170	320	20	0	12	48
T=171	320	20	0	12	48
T=172	320	20	0	12	48
T=173	320	20	0	12	48
T=174	320	20	0	11	49
T=175	320	20	0	10	50
T=176	320	20	0	9	51
T=177	320	19	1	8	52
T=178	319	19	1	9	52
T=179	318	19	1	10	52
T=180	317	19	1	11	52
T=181	316	20	0	12	52
T=182	316	20	0	12	52
T=183	316	20	0	12	52
T=184	316	20	0	12	52
T=185	316	20	0	11	53
T=186	316	20	0	10	54
T=187	316	20	0	9	55
T=188	316	19	1	8	56
T=189	315	19	1	9	56
T=190	314	19	1	10	56
T=191	313	19	1	11	56
T=192	312	20	0	12	56
T=193	312	20	0	12	56
T=194	312	20	0	12	56
T=195	312	20	0	12	56
T=196	312	20	0	11	57
T=197	312	20	0	10	58
T=198	312	20	0	9	59
T=199	312	19	1	8	60
T=200	311	19	1	9	60
T=201	310	19	1	10	60
T=202	309	19	1	11	60
T=203	308	20	0	12	60
T=204	308	20	0	12	60
T=205	308	20	0	12	60
T=206	308	20	0	12	60
T=207	308	20	0	11	61
T=208	308	20	0	10	62
T=209	308	20	0	9	63
T=210	308	19	1	8	64
T=211	307	19	1	9	64
T=212	306	19	1	10	64
T=213	305	19	1	11	64
T=214	304	20	0	12	64
T=215	304	20	0	12	64
T=216	304	20	0	12	64
T=217	304	20	0	12	64
T=218	304	20	0	11	65
T=219	304	20	0	10	66
T=220	304	20	0	9	67
T=221	304	19	1	8	68
T=222	303	19	1	9	68
T=223	302	19	1	10	68
T=224	301	19	1	11	68
T=225	300	20	0	12	68
T=226	300	20	0	12	68
T=227	300	20	0	12	68
T=228	300	20	0	12	68
T=229	300	20	0	11	69
T=230	300	20	0	10	70
T=231	300	20	0	9	71
T=232	300	19	1	8	72
T=233	299	19	1	9	72
T=234	298	19	1	10	72
T=235	297	19	1	11	72
T=236	296	20	0	12	72
T=237	296	20	0	12	72
T=238	296	20	0	12	72
T=239	296	20	0	12	72
T=240	296	20	0	11	73
T=241	296	20	0	10	74
T=242	296	20	0	9	75
T=243	296	19	1	8	76
T=244	295	19	1	9	76
T=245	294	19	1	10	76
T=246	293	19	1	11	76
T=247	292	20	0	12	76
T=248	292	20	0	12	76
T=249	292	20	0	12	76
T=250	292	20	0	12	76
T=251	292	20	0	11	77
T=252	292	20	0	10	78
T=253	292	20	0	9	79
T=254	292	19	1	8	80
T=255	291	19	1	9	80
T=256	290	19	1	10	80
T=257	289	19	1	11	80
T=258	288	20	0	12	80
T=259	288	20	0	12	80
T=260	288	20	0	12	80
T=261	288	20	0	12	80
T=262	288	20	0	11	81
T=263	288	20	0	10	82
T=264	288	20	0	9	83
T=265	288	19	1	8	84
T=266	287	19	1	9	84
T=267	286	19	1	10	84
T=268	285	19	1	11	84
T=269	284	20	0	12	84
T=270	284	20	0	12	84
T=271	284	20	0	12	84
T=272	284	20	0	12	84
T=273	284	20	0	11	85
T=274	284	20	0	10	86
T=275	284	20	0	9	87
T=276	284	19	1	8	88
T=277	283	19	1	9	88
T=278	282	19	1	10	88
T=279	281	19	1	11	88
T=280	280	20	0	12	88
T=281	280	20	0	12	88
T=282	280	20	0	12	88
T=283	280	20	0	12	88
T=284	280	20	0	11	89
T=285	280	20	0	10	90
T=286	280	20	0	9	91
T=287	280	19	1	8	92
T=288	279	19	1	9	92
T=289	278	19	1	10	92
T=290	277	19	1	11	92
T=291	276	20	0	12	92
T=292	276	20	0	12	92
T=293	276	20	0	12	92
T=294	276	20	0	12	92
T=295	276	20	0	11	93
T=296	276	20	0	10	94
T=297	276	20	0	9	95
T=298	276	19	1	8	96
T=299	275	19	1	9	96
T=300	274	19	1	10	96
T=301	273	19	1	11	96
T=302	272	20	0	12	96
T=303	272	20	0	12	96
T=304	272	20	0	12	96
T=305	272	20	0	12	96
T=306	272	20	0	11	97
T=307	272	20	0	10	98
T=308	272	20	0	9	99
T=309	272	19	1	8	100
T=310	271	19	1	9	100
T=311	270	19	1	10	100
T=312	269	19	1	11	100
T=313	268	20	0	12	100
T=314	268	20	0	12	100
T=315	268	20	0	12	100
T=316	268	20	0	12	100
T=317	268	20	0	11	101
T=318	268	20	0	10	102
T=319	268	20	0	9	103
T=320	268	19	1	8	104
T=321	267	19	1	9	104
T=322	266	19	1	10	104
T=323	265	19	1	11	104
T=324	264	20	0	12	104
T=325	264	20	0	12	104
T=326	264	20	0	12	104
T=327	264	20	0	12	104
T=328	264	20	0	11	105
T=329	264	20	0	10	106
T=330	264	20	0	9	107
T=331	264	19	1	8	108
T=332	263	19	1	9	108
T=333	262	19	1	10	108
T=334	261	19	1	11	108
T=335	260	20	0	12	108
T=336	260	20	0	12	108
T=337	260	20	0	12	108
T=338	260	20	0	12	108
T=339	260	20	0	11	109
T=340	260	20	0	10	110
T=341	260	20	0	9	111
T=342	260	19	1	8	112
T=343	259	19	1	9	112
T=344	258	19	1	10	112
T=345	257	19	1	11	112
T=346	256	20	0	12	112
T=347	256	20	0	12	112
T=348	256	20	0	12	112
T=349	256	20	0	12	112
T=350	256	20	0	11	113
T=351	256	20	0	10	114
T=352	256	20	0	9	115
T=353	256	19	1	8	116
T=354	255	19	1	9	116
T=355	254	19	1	10	116
T=356	253	19	1	11	116
T=357	252	20	0	12	116
T=358	252	20	0	12	116
T=359	252	20	0	12	116
T=360	252	20	0	12	116
T=361	252	20	0	11	117
T=362	252	20	0	10	118
T=363	252	20	0	9	119
T=364	252	19	1	8	120
T=365	251	19	1	9	120
T=366	250	19	1	10	120
T=367	249	19	1	11	120
T=368	248	20	0	12	120
T=369	248	20	0	12	120
T=370	248	20	0	12	120
T=371	248	20	0	12	120
T=372	248	20	0	11	121
T=373	248	20	0	10	122
T=374	248	20	0	9	123
T=375	248	19	1	8	124
T=376	247	19	1	9	124
T=377	246	19	1	10	124
T=378	245	19	1	11	124
T=379	244	20	0	12	124
T=380	244	20	0	12	124
T=381	244	20	0	12	124
T=382	244	20	0	12	124
T=383	244	20	0	11	125
T=384	244	20	0	10	126
T=385	244	20	0	9	127
T=386	244	19	1	8	128
T=387	243	19	1	9	128
T=388	242	19	1	10	128
T=389	241	19	1	11	128
T=390	240	20	0	12	128
T=391	240	20	0	12	128
T=392	240	20	0	12	128
T=393	240	20	0	12	128
T=394	240	20	0	11	129
T=395	240	20	0	10	130
T=396	240	20	0	9	131
T=397	240	19	1	8	132
T=398	239	19	1	9	132
T=399	238	19	1	10	132
T=400	237	19	1	11	132
T=401	236	20	0	12	132
T=402	236	20	0	12	132
T=403	236	20	0	12	132
T=404	236	20	0	12	132
T=405	236	20	0	11	133
T=406	236	20	0	10	134
T=407	236	20	0	9	135
T=408	236	19	1	8	136
T=409	235	19	1	9	136
T=410	234	19	1	10	136
T=411	233	19	1	11	136
T=412	232	20	0	12	136
T=413	232	20	0	12	136
T=414	232	20	0	12	136
T=415	232	20	0	12	136
T=416	232	20	0	11	137
T=417	232	20	0	10	138
T=418	232	20	0	9	139
T=419	232	19	1	8	140
T=420	231	19	1	9	140
T=421	230	19	1	10	140
T=422	229	19	1	11	140
T=423	228	20	0	12	140
T=424	228	20	0	12	140
T=425	228	20	0	12	140
T=426	228	20	0	12	140
T=427	228	20	0	11	141
T=428	228	20	0	10	142
T=429	228	20	0	9	143
T=430	228	19	1	8	144
T=431	227	19	1	9	144
T=432	226	19	1	10	144
T=433	225	19	1	11	144
T=434	224	20	0	12	144
T=435	224	20	0	12	144
T=436	224	20	0	12	144
T=437	224	20	0	12	144
T=438	224	20	0	11	145
T=439	224	20	0	10	146
T=440	224	20	0	9	147
T=441	224	19	1	8	148
T=442	223	19	1	9	148
T=443	222	19	1	10	148
T=444	221	19	1	11	148
T=445	220	20	0	12	148
T=446	220	20	0	12	148
T=447	220	20	0	12	148
T=448	220	20	0	12	148
T=449	220	20	0	11	149
T=450	220	20	0	10	150
T=451	220	20	0	9	151
T=452	220	19	1	8	152
T=453	219	19	1	9	152
T=454	218	19	1	10	152
T=455	217	19	1	11	152
T=456	216	20	0	12	152
T=457	216	20	0	12	152
T=458	216	20	0	12	152
T=459	216	20	0	12	152
T=460	216	20	0	11	153
T=461	216	20	0	10	154
T=462	216	20	0	9	155
T=463	216	19	1	8	156
T=464	215	19	1	9	156
T=465	214	19	1	10	156
T=466	213	19	1	11	156
T=467	212	20	0	12	156
T=468	212	20	0	12	156
T=469	212	20	0	12	156
T=470	212	20	0	12	156
T=471	212	20	0	11	157
T=472	212	20	0	10	158
T=473	212	20	0	9	159
T=474	212	19	1	8	160
T=475	211	19	1	9	160
T=476	210	19	1	10	160
T=477	209	19	1	11	160
T=478	208	20	0	12	160
T=479	208	20	0	12	160
T=480	208	20	0	12	160
T=481	208	20	0	12	160
T=482	208	20	0	11	161
T=483	208	20	0	10	162
T=484	208	20	0	9	163
T=485	208	19	1	8	164
T=486	207	19	1	9	164
T=487	206	19	1	10	164
T=488	205	19	1	11	164
T=489	204	20	0	12	164
T=490	204	20	0	12	164
T=491	204	20	0	12	164
T=492	204	20	0	12	164
T=493	204	20	0	11	165
T=494	204	20	0	10	166
T=495	204	20	0	9	167
T=496	204	19	1	8	168
T=497	203	19	1	9	168
T=498	202	19	1	10	168
T=499	201	19	1	11	168
T=500	200	20	0	12	168
T=501	200	20	0	12	168
T=502	200	20	0	12	168
T=503	200	20	0	12	168
T=504	200	20	0	11	169
T=505	200	20	0	10	170
T=506	200	20	0	9	171
T=507	200	19	1	8	172
T=508	199	19	1	9	172
T=509	198	19	1	10	172
T=510	197	19	1	11	172
T=511	196	20	0	12	172
T=512	196	20	0	12	172
T=513	196	20	0	12	172
T=514	196	20	0	12	172
T=515	196	20	0	11	173
T=516	196	20	0	10	174
T=517	196	20	0	9	175
T=518	196	19	1	8	176
T=519	195	19	1	9	176
T=520	194	19	1	10	176
T=521	193	19	1	11	176
T=522	192	20	0	12	176
T=523	192	20	0	12	176
T=524	192	20	0	12	176
T=525	192	20	0	12	176
T=526	192	20	0	11	177
T=527	192	20	0	10	178
T=528	192	20	0	9	179
T=529	192	19	1	8	180
T=530	191	19	1	9	180
T=531	190	19	1	10	180
T=532	189	19	1	11	180
T=533	188	20	0	12	180
T=534	188	20	0	12	180
T=535	188	20	0	12	180
T=536	188	20	0	12	180
T=537	188	20	0	11	181
T=538	188	20	0	10	182
T=539	188	20	0	9	183
T=540	188	19	1	8	184
T=541	187	19	1	9	184
T=542	186	19	1	10	184
T=543	185	19	1	11	184
T=544	184	20	0	12	184
T=545	184	20	0	12	184
T=546	184	20	0	12	184
T=547	184	20	0	12	184
T=548	184	20	0	11	185
T=549	184	20	0	10	186
T=550	184	20	0	9	187
T=551	184	19	1	8	188
T=552	183	19	1	9	188
T=553	182	19	1	10	188
T=554	181	19	1	11	188
