140715,-1.0,841483462
143031,2.0,841483584
139385,2.0,841483604
140711,1.0,841483620
139642,0.5,841483658
86290,0.5,841483689
142550,2.5,841483766
142536,2.5,841483782
148626,2.5,841483842
146684,3.5,841483859
114662,2.5,841483859
149532,0.5,841483888
142973,5.0,841483936
141472,1.5,841483968
142566,2.5,841484049
142507,0.0,841484049
148238,0.5,841484087
142074,1.5,841484158
141432,2.5,841484158
143385,2.0,841484203
140265,2.0,841484247
140725,0.0,841484316
144656,1.5,848052408
114662,3.5,859046895
142074,3.5,859046895
141688,4.5,859046895
140247,5.0,859046895
142488,3.5,859046895
143709,3.0,859046895
148626,3.5,859046896
142550,4.5,859046896
146878,3.5,859046896
140715,3.0,859046959
143031,5.0,859046959
143257,5.0,859046959
140711,4.0,859046959
39398,5.0,859046959
140715,5.0,859046959
142448,3.5,859047004
114662,4.5,859047004
146344,4.5,859047004
140265,4.0,859047004
146878,3.5,859047091
139644,3.5,859047091
140737,3.0,859047091
86290,4.5,859047091
141472,3.5,859047091
139620,4.5,859047091
139385,4.0,859047091
141432,3.5,1217895728
139644,4.5,1217895736
27801,4.5,1217895742
148238,3.5,1217895750
141432,5.0,1217895762
143385,5.0,1217895768
140098,4.0,1217895776
146344,0.0,1217895786
141432,0.0,1217895794
140265,1.5,1217895799
142488,0.0,1217895803
140247,0.0,1217895807
142488,0.5,1217895811
142566,1.5,1217895860
140110,1.5,1217895864
144656,3.0,1217895872
139642,1.0,1217895903
139920,3.5,1217895908
143385,0.5,1217895912
140777,2.0,1217895932
139642,3.0,1217895940
144656,3.5,1217895969
114662,3.5,1217895979
141688,3.5,1217896004
142536,1.5,1217896007
140737,5.0,1217896012
140715,2.5,1217896015
140110,4.0,1217896030
140265,5.0,1217896043
142488,4.5,1217896065
142507,2.0,1217896078
140247,1.5,1217896095
143385,3.0,1217896098
143257,4.0,1217896125
142507,1.5,1217896143
146684,3.5,1217896150
142562,4.0,1217896206
143257,0.5,1217896210
146878,1.5,1217896231
39398,4.5,1217896237
27801,1.0,1217896246
142562,0.5,1217896279
148626,3.5,1217896286
144656,3.5,1217896291
141305,5.0,1217896313
139385,5.0,1217896319
86290,0.5,1217896341
140711,5.0,1217896346
143882,3.0,1217896373
140098,4.5,1217896386
144482,3.0,1217896397
39398,4.5,1217896402
141305,3.5,1217896417
140725,4.0,1217896428
144976,3.5,1217896447
27801,0.5,1217896450
139385,1.5,1217896473
142536,4.0,1217896490
141472,0.5,1217896498
139747,2.0,1217896523
144482,3.5,1217896556
140715,3.0,1217896582
140110,4.5,1217896621
142448,3.5,1217896636
149532,4.5,1217896980
141472,4.5,1217897006
139642,4.5,1217897010
142074,1.5,1217897058
143882,1.5,1217897078
144976,3.0,1217897087
148238,0.0,1217897135
144656,1.0,1217897157
143709,0.5,1217897174
143031,4.0,1217897176
114662,2.0,1217897263
143709,3.0,1217897409
146684,0.0,1217897427
146656,1.0,1217897613
142562,3.0,1217897617
139620,1.5,1217897621
146344,4.0,1217897623
142566,0.0,1217897625
142973,4.0,1217897630
139747,3.5,1217897632
143031,2.5,1217897648
144976,0.0,1217897657
86290,4.5,1217897667
139920,3.5,1217897678
139920,2.0,1217897681
148626,-1.5,1217897697
39398,3.0,1217897700
141688,3.0,1217897777
140110,0.0,1217897780
148626,0.5,1217897783
143882,3.5,1217897795
148626,4.0,1217897813
144976,3.5,1217897820
139747,0.5,1217897823
144482,3.0,1217897841
139644,4.0,1217897864
